date,IBM,GE,LLY,F,BAC,KR,ITUB,GG,SIRI,ACB,VALE,PFE,CTL,T,ECA,ABEV,CVS,MRVL,CSCO,MO,BMY,WFC,HBAN
2018-01-02,0.02711687171820909,0.009410539994943345,0.005417503360671816,0.007867891190817655,-0.003350099729092282,-0.01602879761961029,0.013216038204338698,0.008286273844749559,0.0,0.17650305924979426,0.006245135136338398,0.007382137863893856,-0.01913656112215012,-0.023363691967576372,0.005813964224045787,0.006033194946284404,-0.0043620531107047,0.03060778405504916,0.00794564127566888,-0.003682124321481517,0.0008151828323281762,0.007664142119418571,0.008185576598920274
2018-01-03,0.02005121320639347,0.020720503945518498,0.004453274232382398,0.01709438015500453,0.013002393499268461,-0.031737146257758475,0.012323397832532113,0.004491056876176014,0.01901196139071515,-0.07908536707073655,-0.001557668346570562,0.0021769214326163855,-0.006461145109747601,0.009253164952491844,-0.024203595738288453,-0.0015049256279786594,0.02602453054675724,0.022463167684830143,-0.004605854888231509,-0.00398076169808359,0.006335808502026197,0.012430548918689333,0.008792759495631408
2018-01-04,0.004873747510751869,0.0005394951276365134,0.012203104238901474,0.016807139133617977,0.004626557776396201,0.012523189719340966,0.01217348038577093,0.0022379518853119507,0.0037593993858255903,0.015194960108799282,0.020062418897619505,0.001900874798414165,0.0017663052723984052,0.0036774244429622627,-0.008948596825467892,0.004507927985153648,0.04324153045502577,-0.017669059055605008,0.013754600385017302,0.0028450172789824535,0.0022646303813065316,0.006715697814354549,0.00871605659384489
2018-01-05,0.006012999509708905,-0.014122993877585532,-0.005095580790206,-0.0037950855280457496,-0.006947888390341106,0.02351345913233871,-0.013615440364194153,0.008163285218014238,-0.0037593993858255903,0.05277671219063462,0.017418050622510783,-0.011185489414529126,0.013438679915794172,0.002879976103197013,-0.003000749487326093,-0.007524518704135952,-0.008705730736407347,0.007364125807925337,0.010318447175647005,-0.0012792833508008528,0.00032310917707523146,-0.011379224946506561,-0.0020046604522399036
2018-01-08,0.0021998212781646487,0.015201111752211283,-0.0008130518704847489,-0.005337389418486271,0.004967707361624996,-0.007176164861695256,-0.013072069344937542,0.0,0.0,-0.0220564333581037,-0.006024108979433951,-0.0010980213892719526,-0.04087027902414819,-0.020069284753671646,0.02449101365216233,-0.006060618919367711,-0.0010291291546566939,-0.0008635776830061559,-0.0062790614092729236,-0.010580565938663078,-0.0009696408986092919,0.003539784989083472,0.018555849771851207
2018-01-09,0.0021340263004869797,0.019739286869775885,0.00046469466971377216,-0.0038299695528136724,0.009207522487823638,0.007890977547274414,0.0029197073595272904,0.017582923537469597,0.04600627349317499,-0.027896682919336335,-0.006820803607045622,0.0016465802955019093,0.05527559909167401,-0.02347976544004693,0.011661928398920107,0.00454894032004427,-0.0032231058925580314,-0.0004320686650105543,0.005527683042798159,0.010296118663865705,0.002583561126248135,0.01371852156117015,0.016281701739922383
2018-01-10,0.00012183612350114004,0.004743083797232206,0.0033625275942066324,0.009927543658978077,0.003594207822758211,0.003210281090499034,0.030153010297949034,0.009396466708668338,-0.010850005732616186,-0.08735323117091776,0.02255736225214866,0.0024647458565927316,-0.0005722591978365443,-0.0038303574210418745,0.01724178989611813,0.02391741004438419,0.020197468006423414,0.0004320686650105543,0.004749381023336774,0.0,0.007390825752001007,-0.0017442422997788753,0.00964331316497713
2018-01-11,-0.006476454301553858,-0.013764113427979563,0.006806324458086266,0.005305029224088376,0.01713867927553725,0.0021344535558323052,-0.0014154271136570529,0.031861156096105514,-0.0036429877979378134,-0.1610117472271,0.005930330579825505,-0.0005472081432698062,-0.006316340450995828,0.011447439740428056,-0.004282691819162743,-0.014881212740924799,-0.0030418004534977783,0.029370084543578923,0.01901997518104981,-0.009721310264080962,0.005427857284391102,-0.007327192600214971,0.013977372635519014
2018-01-12,0.00434268826429296,-0.029756083110282994,-0.019621020698502356,-0.009874684199503214,0.001601769902490613,0.003901427596028295,0.012667393759341117,0.06996800137007275,-0.0184167089952485,0.14758871499881376,-0.02696790089844292,0.001640622711295947,-0.0011527642385451564,-0.00488999340237406,-0.03864861219466409,0.01192263351853362,0.008342908421952622,-0.01096595672395928,-0.008107107834566918,-0.009961858856833317,-0.04710400967985873,-0.0007996679732906742,-0.010783490005777274
2018-01-16,0.02887411292177866,-0.04837840618206668,0.01072894453679396,-0.0728169719896985,-0.001922444227742126,0.01475782496393574,0.0159558752552158,-0.04587048934942928,0.011090675941078931,0.03070867620623341,0.013574891872569772,0.01572279178472158,0.005176896888421378,0.003533978231666346,0.010355147524188979,0.004434628013049391,0.000754971190662701,0.0004240080142245972,0.016149111266265948,0.017689443208228184,0.03170176551721848,0.021839783325106943,0.0050890645676893165
